ItemId,DEL_PRODUCT,StructureId,APDivision,APLabel,APMerchDivision,APClass,APSubClass,ProductCategoryCode,ProductCategoryDesc,ProductClassCode,ProductClassDesc,ProductSubclassCode,ProductSubclassDesc,MerchDivisionCode,MerchDivisionDesc,ColorFamily,USBoardNumber,MerchOrganizationDesc,MSSP,FactoryCost,APSeasonYear,APSeason,APYear,APItemDescription,RetailTypeId,EventId,USSizeOffering
WMLROTWS6020096,0,WM,WM,LR,S,OTW,60,JK,JACKET,BLZ,BLAZER,N/A,NO SUBCLASS,200,W LRL APP MISSY RTW,NAVY-410,S2140L21J,WOMENS APPAREL,NULL,31.26,FAL2021,FAL,2021,PETELSA-BLAZER COMBED COTTON NYLON,SINGLE PRICE,PSR,XXS-XXL
WALRBAG03520118,0,WA,WA,LR,0,BAG,35,BG,BAGS,CXB,CROSSBODY,SMA,SMALL,431,W LRL ACC HANDBAGS,RED,STACKED LE,ACCESSORIES,NULL,28.1,FAL2022,FAL,2022,CARRIE 24,SINGLE PRICE,BOTH,ONE SIZE
CWPOSMAI9G20032,0,CW,CW,PO,I,SMA,9G,BB,BABY ACCESSORIES,BIB,BIB,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,BLUE,X214YE01A,CHILDRENS APPAREL,NULL,2.92,NOS9990,NOS,9990,SBBIB-BABY ACCESSORIES-BIB INTERLOCK,SINGLE PRICE,PSR,ONE SIZE
WMLDDRSS6820028,0,WM,WM,LD,S,DRS,68,DR,DRESSES,DAD,DAY DRESS,LSL,LONG SLEEVE,250,W LRL APP MISSY DRS,BLUE,D214D119M,WOMENS APPAREL,NULL,19.7,FAL2021,FAL,2021,ROWELLA-LONG SLEEVE-DAY DRESS RIGID SHIRT WT DNM,SINGLE PRICE,PSR,00-18
CWPOHGSIJ420049,0,CW,CW,PO,I,HGS,J4,HW,HEADWEAR,HAT,HAT,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,BLUE,X214YE01B,CHILDRENS APPAREL,NULL,2.62,NOS9990,NOS,9990,TBBEANIE-HEADWEAR-HAT INTERLOCK,SINGLE PRICE,PSR,OS(NB-9M)
WMLRPNTSBV20052,0,WM,WM,LR,S,PNT,BV,PN,PANTS,FFR,FLAT FRONT,FUL,FULL LENGTH,200,W LRL APP MISSY RTW,BLACK,B2140L14W,WOMENS APPAREL,NULL,16.1,FAL2021,FAL,2021,QUARTILLA-STRAIGHT-PANT 14 WALE CORD,SINGLE PRICE,PSR,00-18
WMLRDRSS6820063,0,WM,WM,LR,S,DRS,68,DR,DRESSES,DAD,DAY DRESS,LSL,LONG SLEEVE,200,W LRL APP MISSY RTW,NAVY-410,S2140L25E,WOMENS APPAREL,NULL,23.41,FAL2021,FAL,2021,THOMISHA-LONG SLEEVE-DAY DRESS SUPERB,SINGLE PRICE,PSR,XXS-XXL
WMLRSWES6820255,0,WM,WM,LR,S,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,200,W LRL APP MISSY RTW,NAVY-410,S2140L26M,WOMENS APPAREL,NULL,61.47,FAL2021,FAL,2021,BRYSSA-LONG SLEEVE-CARDIGAN CASHMERE,SINGLE PRICE,PSR,XXS-XXL
WMLRSWES6820256,0,WM,WM,LR,S,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,200,W LRL APP MISSY RTW,RED,S2140L22J,WOMENS APPAREL,NULL,17.42,FAL2022,FAL,2022,TRALIYAH,SINGLE PRICE,BOTH,XXS-XXL
WMPOKNINC020076,0,WM,WM,PO,N,KNI,C0,KN,KNIT SHIRTS,PLO,PULLOVER,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,WHITE,OK214C61,WOMENS APPAREL,NULL,8.15,FAL2021,FAL,2021,CRS STCH BR-SHORT SLEEVE-PULLOVER 40/1 COTTON JERSEY,SINGLE PRICE,PSR,XXS-XXL
WMLRSWES6820260,0,WM,WM,LR,S,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,200,W LRL APP MISSY RTW,MEDIUM BEIGE-260,S2140L26H,WOMENS APPAREL,NULL,25.47,FAL2022,FAL,2022,NELLILIA,SINGLE PRICE,BOTH,XXS-XXL
CWPOOPCI8E20005,0,CW,CW,PO,I,OPC,8E,OP,ONE PIECE,GWN,GOWN,LSL,LONG SLEEVE,320,CB PRL APP BABY BOYS,PINK,K214YE01B,CHILDRENS APPAREL,NULL,7.9,NOS9990,NOS,9990,CFOGOWN-ONE PIECE-GOWN INTERLOCK,SINGLE PRICE,PSR,NB-9M
MAPOUND01620050,0,MA,MA,PO,0,UND,16,UN,UNDERWEAR,BXR,BOXER,3PK,3 PACK,719,M PRL LIC APP LOUNGEWEAR,GREY,71985488,MENS APPAREL,NULL,0,SUM2023,SUM,2023,O 3P COTTON POLY PP KNIT BOXER,SINGLE JAPAN,OUTLET,S-XXL
WMLRSKTS6H20075,0,WM,WM,LR,S,SKT,6H,KT,SKIRT,ALI,A LINE,MID,MID,200,W LRL APP MISSY RTW,BLUE,J2140L18Y,WOMENS APPAREL,NULL,14.87,FAL2021,FAL,2021,SHIRLAINE-MID-A LINE SFT LT WT INDG TNCL,SINGLE PRICE,PSR,00-18
WMLRSWES6820262,0,WM,WM,LR,S,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,200,W LRL APP MISSY RTW,MEDIUM BEIGE-260,S2140L22J,WOMENS APPAREL,NULL,12.34,FAL2022,FAL,2022,MEREN,SINGLE PRICE,BOTH,XXS-XXL
WMLRSWES6820263,0,WM,WM,LR,S,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,200,W LRL APP MISSY RTW,NAVY-410,S2140L23S,WOMENS APPAREL,NULL,12.91,FAL2022,FAL,2022,DOMENIC,SINGLE PRICE,BOTH,XXS-XXL
MAPOHOS03420433,0,MA,MA,PO,0,HOS,34,HO,HOSIERY,CRW,CREW SOCK,3PK,3 PACK,449,M PRL LIC ACC,BLACK,44985489,ACCESSORIES,NULL,0,SUM2023,SUM,2023,O 3P RIB MERCERIZED COTTON DRESS,SINGLE JAPAN,OUTLET,ONE SIZE
WMLRDNMS0920059,0,WM,WM,LR,S,DNM,9,JE,JEANS,BFR,BOYFRIEND,AKL,ANKLE,200,W LRL APP MISSY RTW,BLUE,J2140L29B,WOMENS APPAREL,NULL,15.15,FAL2022,FAL,2022,RELAXD TAPER,SINGLE PRICE,BOTH,00-18
MAPOHOS03420434,0,MA,MA,PO,0,HOS,34,HO,HOSIERY,CRW,CREW SOCK,3PK,3 PACK,449,M PRL LIC ACC,GREY,44985489,ACCESSORIES,NULL,0,SUM2022,SUM,2022,O 3P RIB MERCERIZED COTTON DRESS,DUAL PRICE,OUTLET,ONE SIZE
MAPOUND01620051,0,MA,MA,PO,0,UND,16,UN,UNDERWEAR,BXR,BOXER,3PK,3 PACK,719,M PRL LIC APP LOUNGEWEAR,ASSORTED PRE-PACK (SEE TABLE 9,71985488,MENS APPAREL,NULL,0,SUM2022,SUM,2022,O 3P COTTON POLY STRIPE KNIT BOXER,DUAL PRICE,OUTLET,S-XXL
WMLRDRSS6820064,0,WM,WM,LR,S,DRS,68,DR,DRESSES,DAD,DAY DRESS,LSL,LONG SLEEVE,200,W LRL APP MISSY RTW,MEDIUM BEIGE-260,D2140L26N,WOMENS APPAREL,NULL,14.39,FAL2022,FAL,2022,SHADNY,SINGLE PRICE,BOTH,00-18
WMLRSKTS6H20077,0,WM,WM,LR,S,SKT,6H,KT,SKIRT,FUL,FULL,MXI,MAXI,200,W LRL APP MISSY RTW,WHITE,C2140L17L,WOMENS APPAREL,NULL,17.7,FAL2021,FAL,2021,PAULDINA-MAXI-FULL POLY CRINKLE GGT,SINGLE PRICE,PSR,00-18
WMLRSKTS6H20078,0,WM,WM,LR,S,SKT,6H,KT,SKIRT,ALI,A LINE,MID,MID,200,W LRL APP MISSY RTW,NAVY-410,C2140L26K,WOMENS APPAREL,NULL,14.45,FAL2021,FAL,2021,DEVAUGHN-MID-A LINE DRAPEY POLY GGT,SINGLE PRICE,PSR,00-18
WMLRSKTS6H20079,0,WM,WM,LR,S,SKT,6H,KT,SKIRT,PEN,PENCIL,MID,MID,200,W LRL APP MISSY RTW,MEDIUM BEIGE-260,S2140L25D,WOMENS APPAREL,NULL,19.15,NOS2022,NOS,2022,MEZIV-MID-PENCIL WOOL CASH,SINGLE PRICE,BOTH,XXS-XXL
WMPOKNINCU20201,0,WM,WM,PO,N,KNI,CU,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,211,W PRL APP SPRTSWR,YELLOW,OK211C61,WOMENS APPAREL,NULL,6.77,NOS2021,NOS,2021,PLO SCRPT T-SHORT SLEEVE-T-SHIRT 40/1 COTTON JERSEY,SINGLE PRICE,PSR,XXS-XXL
CWPOOTWI6020032,0,CW,CW,PO,I,OTW,60,OW,OUTERWEAR,FJK,FIELD JACKET,LND,LINED,320,CB PRL APP BABY BOYS,BLUE,O214BC19,CHILDRENS APPAREL,NULL,27.81,NOS2023,NOS,2023,REV HAYFIELD-OUTERWEAR-FIELD JACKET 30D POLYESTER PW,SINGLE PRICE,FULLPRICE,9M-24M
CWPODNMB7620024,0,CW,CW,PO,B,DNM,76,JE,JEANS,SLM,SLIM,N/A,NO SUBCLASS,322,CB PRL APP BOYS 2-7,BLUE,D224BC31,CHILDRENS APPAREL,NULL,10.11,NOS2023,NOS,2023,SULLIVAN SLM-JEANS-SLIM HIGH STR DENIM,SINGLE PRICE,FULLPRICE,02-Jul
CWPODNMT7620024,0,CW,CW,PO,T,DNM,76,JE,JEANS,SLM,SLIM,N/A,NO SUBCLASS,321,CB PRL APP TODD BOYS,BLUE,R214BC24,CHILDRENS APPAREL,NULL,9.51,NOS9990,NOS,9990,SULLIVAN SLM-JEANS-SLIM HIGH STR DENIM,SINGLE PRICE,FULLPRICE,2T-4T
CWPODNMB7620025,0,CW,CW,PO,B,DNM,76,JE,JEANS,SLM,SLIM,N/A,NO SUBCLASS,322,CB PRL APP BOYS 2-7,BLUE,R214BC24,CHILDRENS APPAREL,NULL,9.61,NOS9990,NOS,9990,SULLIVAN SLM-JEANS-SLIM HIGH STR DENIM,SINGLE PRICE,FULLPRICE,02-Jul
CWPODNMT7620025,0,CW,CW,PO,T,DNM,76,JE,JEANS,SLM,SLIM,N/A,NO SUBCLASS,321,CB PRL APP TODD BOYS,BLUE,D224BC31,CHILDRENS APPAREL,NULL,10.11,NOS2023,NOS,2023,SULLIVAN SLM-JEANS-SLIM HIGH STR DENIM,SINGLE PRICE,FULLPRICE,2T-4T
CWPOKNIY8020249,0,CW,CW,PO,Y,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,323,CB PRL APP BOYS 8-20,NAVY-410,K214BR01,CHILDRENS APPAREL,NULL,6.95,FAL2022,FAL,2022,O SSKCCLSM3-KNIT SHIRTS-POLO SHIRT 20/1 MESH,SINGLE JAPAN,OUTLET,S-XL
CWPOTSHB8020169,0,CW,CW,PO,B,TSH,80,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,322,CB PRL APP BOYS 2-7,WHITE,K211BC09,CHILDRENS APPAREL,NULL,2.05,BSR9990,BSR,9990,SS CN-TOPS-T-SHIRT 26/1 JERSEY,SINGLE PRICE,FULLPRICE,02-Jul
CWPOKNIB8020222,0,CW,CW,PO,B,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,322,CB PRL APP BOYS 2-7,NAVY-410,K214BR01,CHILDRENS APPAREL,NULL,5.55,FAL2022,FAL,2022,O SSKCCLSM3-KNIT SHIRTS-POLO SHIRT 20/1 MESH,SINGLE JAPAN,OUTLET,04-Jul
CWPOTSHY8020175,0,CW,CW,PO,Y,TSH,80,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,323,CB PRL APP BOYS 8-20,WHITE,K211BC09,CHILDRENS APPAREL,NULL,2.7,BSR9990,BSR,9990,SS CN-TOPS-T-SHIRT 26/1 JERSEY,SINGLE PRICE,FULLPRICE,S-XL
CWPOKNIT8020229,0,CW,CW,PO,T,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,321,CB PRL APP TODD BOYS,NAVY-410,K214BR01,CHILDRENS APPAREL,NULL,5.55,FAL2022,FAL,2022,O SSKCCLSM3-KNIT SHIRTS-POLO SHIRT 20/1 MESH,SINGLE JAPAN,OUTLET,2T-4T
CWPOKNII8020048,0,CW,CW,PO,I,KNI,80,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,320,CB PRL APP BABY BOYS,NAVY-410,K214BC94,CHILDRENS APPAREL,NULL,10.1,FAL2021,FAL,2021,LSPOHOODM5-KNIT SHIRTS-SWEATSHIRT SEASONAL FLEECE,SINGLE PRICE,PSR,9M-24M
CWPOTSHT8020179,0,CW,CW,PO,T,TSH,80,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,321,CB PRL APP TODD BOYS,WHITE,K211BC09,CHILDRENS APPAREL,NULL,2.05,BSR9990,BSR,9990,SS CN-TOPS-T-SHIRT 26/1 JERSEY,SINGLE PRICE,FULLPRICE,2T-4T
CWPOOPCF3320048,0,CW,CW,PO,F,OPC,33,OP,ONE PIECE,CVA,COVERALL,N/A,NO SUBCLASS,310,CG RL APP BABY GIRLS,WHITE,K214YDI01B,CHILDRENS APPAREL,NULL,6.67,FAL2021,FAL,2021,CFOCVRL-ONE PIECE-COVERALL 40/1 INTERLOCK,SINGLE PRICE,PSR,NB-9M
WMPOSWENC020185,0,WM,WM,PO,N,SWE,C0,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,YELLOW,OS214C02,WOMENS APPAREL,NULL,35.33,FAL2021,FAL,2021,LS CN PO-LONG SLEEVE-SWEATER 2/28 CASHMERE WASH,SINGLE PRICE,PSR,XXS-XXL
MNPOTSH1N821068,0,MN,MN,PO,1,TSH,N8,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,710,M PRL APP SPRTSWR,WHITE,G211SC23,MENS APPAREL,NULL,6.1,SPR2021,SPR,2021,SSCNCMSLM2-SHORT SLEEVE-T-SHIRT 26/1 JERSEY,SINGLE PRICE,PSR,XS-XXL CUS M
WMPOSWENC020188,0,WM,WM,PO,N,SWE,C0,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,211,W PRL APP SPRTSWR,ASSORTED PRE-PACK (SEE TABLE 9,OS214I03,WOMENS APPAREL,NULL,24.49,FAL2021,FAL,2021,NV STRP JLNA-LONG SLEEVE-PULLOVER WOOL CASHMERE CABLE,SINGLE PRICE,PSR,XXS-XXL
MNPOTSH1N821071,0,MN,MN,PO,1,TSH,N8,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,710,M PRL APP SPRTSWR,WHITE,G211SC14,MENS APPAREL,NULL,5.8,SPR2021,SPR,2021,SSCNCMSLM1-SHORT SLEEVE-T-SHIRT 26/1 JERSEY,SINGLE PRICE,PSR,XS-XXL CUS M
MNPOTSH1N821072,0,MN,MN,PO,1,TSH,N8,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,710,M PRL APP SPRTSWR,NAVY-410,G211SC14,MENS APPAREL,NULL,5.8,SPR2021,SPR,2021,SSCNCMSLM1-SHORT SLEEVE-T-SHIRT 26/1 JERSEY,SINGLE PRICE,PSR,XS-XXL CUS M
MNPOTSH1N821073,0,MN,MN,PO,1,TSH,N8,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,710,M PRL APP SPRTSWR,GREY,G211SC14,MENS APPAREL,NULL,6.23,SPR2021,SPR,2021,SSCNCMSLM1-SHORT SLEEVE-T-SHIRT 26/1 JERSEY,SINGLE PRICE,PSR,XS-XXL CUS M
WMPOSWENN220001,0,WM,WM,PO,N,SWE,N2,SV,SWEATER,VST,VEST,SLS,SLEEVELESS,211,W PRL APP SPRTSWR,GREY,OS214I15,WOMENS APPAREL,NULL,22.53,FAL2021,FAL,2021,VEST-SLEEVELESS-VEST WOOL BLEND,SINGLE PRICE,PSR,XXS-XXL
WMPOSKTNDR20021,0,WM,WM,PO,N,SKT,DR,KT,SKIRT,FUL,FULL,MID,MID,211,W PRL APP SPRTSWR,ASSORTED PRE-PACK (SEE TABLE 9,OD214I73,WOMENS APPAREL,NULL,45.7,FAL2021,FAL,2021,LG RESE SK-MID-FULL PRNT SYN CRNKL CHFN,SINGLE PRICE,PSR,XXS-XXL
MNRRWOV16820142,0,MN,MN,RR,1,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,GREEN,Z214RJ01,MENS APPAREL,NULL,32.75,FAL2021,FAL,2021,CARTER CAMP-LONG SLEEVE-SPORT SHIRT COTTON,SINGLE PRICE,PSR,XS-XXL
MARRBRA0F620003,0,MA,MA,RR,0,BRA,F6,BL,BELTS,BCE,BRACES,MED,MEDIUM,417,M RRL ACC,NAVY-410,M214RB48,ACCESSORIES,NULL,30.03,FAL2021,FAL,2021,JOHNSON BRAC-BRACES-MEDIUM CTN/ELASTIC/LEATHER,SINGLE PRICE,PSR,ONE SIZE
MNRRWOV16820143,0,MN,MN,RR,1,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,BLUE,Z214RJ02,MENS APPAREL,NULL,26.9,FAL2021,FAL,2021,CARTER CAMP-LONG SLEEVE-SPORT SHIRT COTTON,SINGLE PRICE,PSR,XS-XXL
MNRRKNI16820091,0,MN,MN,RR,1,KNI,68,KN,KNIT SHIRTS,CRD,CARDIGAN,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,ASSORTED PRE-PACK (SEE TABLE 9,K214RJ04,MENS APPAREL,NULL,55.06,FAL2021,FAL,2021,MATLOCK WS-LONG SLEEVE-CARDIGAN COTTON,SINGLE PRICE,PSR,XS-XXL
MNRRDNM10920054,0,MN,MN,RR,1,DNM,9,JE,JEANS,STR,STRAIGHT,FUL,FULL LENGTH,782,M RRL APP SPRTSWR,BLUE,R214RB42,MENS APPAREL,NULL,53.8,FAL2021,FAL,2021,FIELD CHINO-FULL LENGTH-STRAIGHT 2X1 DENIM,SINGLE PRICE,PSR,26-42 A2
MNRROTW16020076,0,MN,MN,RR,1,OTW,60,OW,OUTERWEAR,TRJ,TRUCKER JACKET,UNL,UNLINED,782,M RRL APP SPRTSWR,BLUE,O234RB01,MENS APPAREL,NULL,81.76,NOS2021,NOS,2021,RRL TYPE 2-UNLINED-TRUCKER JACKET SELVEDGE DENIM,SINGLE PRICE,FULLPRICE,XS-XXL
MNRRDNM10920056,0,MN,MN,RR,1,DNM,9,JE,JEANS,SLM,SLIM,FUL,FULL LENGTH,782,M RRL APP SPRTSWR,BLUE,R214RB67,MENS APPAREL,NULL,87.45,FAL2021,FAL,2021,HIGH SLIM-FULL LENGTH-SLIM 3X1 RIGID DENIM,SINGLE PRICE,PSR,26-42 A2
MNRRSWE16820071,0,MN,MN,RR,1,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,GREEN,S214RJ02,MENS APPAREL,NULL,157.23,FAL2021,FAL,2021,MATLOCK SWTR-LONG SLEEVE-CARDIGAN COTTON/LINEN/WOOL,SINGLE PRICE,PSR,XS-XXL
MNRRKNI16820094,0,MN,MN,RR,1,KNI,68,KN,KNIT SHIRTS,PLO,PULLOVER,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,TURQUOISE/AQUA-440,K214RB43,MENS APPAREL,NULL,31.71,FAL2021,FAL,2021,LS DBL V CN-LONG SLEEVE-PULLOVER COTTON POLY BLEND,SINGLE PRICE,PSR,XS-XXL
MNRROTW16020077,0,MN,MN,RR,1,OTW,60,OW,OUTERWEAR,FJK,FIELD JACKET,INS,INSULATED,782,M RRL APP SPRTSWR,ASSORTED PRE-PACK (SEE TABLE 9,O214RL22,MENS APPAREL,NULL,197.4,FAL2021,FAL,2021,HESSLE JKT-INSULATED-FIELD JACKET WW CORDUROY,SINGLE PRICE,PSR,XS-XXL
MNRRWOV16820146,0,MN,MN,RR,1,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,GREY,Z214RJ01,MENS APPAREL,NULL,29.67,FAL2021,FAL,2021,FARRELL WS-LONG SLEEVE-SPORT SHIRT COTTON,SINGLE PRICE,PSR,XS-XXL
MNRRWOV16820147,0,MN,MN,RR,1,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,BLACK,Z214RL03,MENS APPAREL,NULL,68.67,FAL2021,FAL,2021,LEE WS-LONG SLEEVE-SPORT SHIRT COTTON/WOOL BLEND,SINGLE PRICE,PSR,XS-XXL
MNRRPNT14H20005,0,MN,MN,RR,1,PNT,4H,PN,PANTS,PLE,PLEATED,N/A,NO SUBCLASS,782,M RRL APP SPRTSWR,BROWN,R214RK21,MENS APPAREL,NULL,108.44,FAL2021,FAL,2021,SEATON PANT-PLEATED COTTON CORDUROY,SINGLE PRICE,PSR,26-42 A2
MNRRSWE16820073,0,MN,MN,RR,1,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,RED,S214RJ04,MENS APPAREL,NULL,206.66,FAL2021,FAL,2021,PTCH SWL CRD-LONG SLEEVE-CARDIGAN COTTON BLEND,SINGLE PRICE,PSR,XS-XXL
MNRRTSH1N820079,0,MN,MN,RR,1,TSH,N8,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,782,M RRL APP SPRTSWR,PINK,K214RJ01,MENS APPAREL,NULL,19.94,FAL2021,FAL,2021,SS GRPH CREW-SHORT SLEEVE-T-SHIRT COTTON POLY BLEND,SINGLE PRICE,PSR,XS-XXL
MARRHGS0J420088,0,MA,MA,RR,0,HGS,J4,HW,HEADWEAR,HAT,HAT,CAP,CAP,782,M RRL APP SPRTSWR,BLUE,H214RJ02,MENS APPAREL,NULL,26.43,FAL2021,FAL,2021,MESH TRUCKER-CAP-HAT HAND WOVEN RUG,SINGLE PRICE,PSR,ONE SIZE
MNRROTW12820034,0,MN,MN,RR,1,OTW,28,OW,OUTERWEAR,SPC,SPORTCOAT,N/A,NO SUBCLASS,782,M RRL APP SPRTSWR,BEIGE/KHAKI,O214RJ22,MENS APPAREL,NULL,192.49,FAL2021,FAL,2021,HOWDON SC-SPORTCOAT CORDUROY,SINGLE PRICE,PSR,XS-XXL
MNRRDNM10920057,0,MN,MN,RR,1,DNM,9,JE,JEANS,SLM,SLIM,FUL,FULL LENGTH,782,M RRL APP SPRTSWR,BLUE,R214RB66,MENS APPAREL,NULL,45.89,FAL2021,FAL,2021,SLIM NARROW-FULL LENGTH-SLIM 3X1 RIGID DENIM,SINGLE PRICE,PSR,26-42 A2
MNRRDSH32I20009,0,MN,MN,RR,3,DSH,2I,SI,SHIRTS,DSS,DRESS SHIRT,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,NATURAL-101,Z214RK01,MENS APPAREL,NULL,45.57,FAL2021,FAL,2021,ELI W POCKET-LONG SLEEVE-DRESS SHIRT COTTON,SINGLE PRICE,PSR,14-20 A1
MNRRNKW39O20058,0,MN,MN,RR,3,NKW,9O,NW,NECKWEAR,TIE,NECK TIE,N/A,NO SUBCLASS,782,M RRL APP SPRTSWR,GREEN,T214RK04,MENS APPAREL,NULL,41.1,FAL2021,FAL,2021,RRL BUFFALO-NECK TIE WOOL,SINGLE PRICE,PSR,ONE SIZE
MNRRWOV16820150,0,MN,MN,RR,1,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,BLUE,Z214RL02,MENS APPAREL,NULL,34.37,FAL2021,FAL,2021,WORTHY WS-LONG SLEEVE-SPORT SHIRT COTTON/WOOL BLEND,SINGLE PRICE,PSR,XS-XXL
MNRRSWE16820076,0,MN,MN,RR,1,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,BROWN,S214RL02,MENS APPAREL,NULL,221.35,FAL2021,FAL,2021,4PKT SWTR SH-LONG SLEEVE-CARDIGAN WOOL JACQUARD,SINGLE PRICE,PSR,XS-XXL
MNRRDNM10920059,0,MN,MN,RR,1,DNM,9,JE,JEANS,SLM,SLIM,FUL,FULL LENGTH,782,M RRL APP SPRTSWR,BLUE,R234RB47,MENS APPAREL,NULL,100.68,NOS2021,NOS,2021,SLIM FIT-FULL LENGTH-SLIM SELVEDGE DENIM,SINGLE PRICE,FULLPRICE,26-42 A2
MNRRPNT14H20006,0,MN,MN,RR,1,PNT,4H,PN,PANTS,PLE,PLEATED,N/A,NO SUBCLASS,782,M RRL APP SPRTSWR,GREEN,R214RK22,MENS APPAREL,NULL,92.75,FAL2021,FAL,2021,NEWLYN PANT-PLEATED WOOL/COTTON BLEND,SINGLE PRICE,PSR,26-42 A2
MNRRKNI16820098,0,MN,MN,RR,1,KNI,68,KN,KNIT SHIRTS,CRD,CARDIGAN,LSL,LONG SLEEVE,782,M RRL APP SPRTSWR,BLACK,K214RL02,MENS APPAREL,NULL,54.86,FAL2021,FAL,2021,FARRELL WS-LONG SLEEVE-CARDIGAN COTTON,SINGLE PRICE,PSR,XS-XXL
MNRRTRO27620038,0,MN,MN,RR,2,TRO,76,CL,TAILORED CLOTHING,TRS,TROUSER,N/A,NO SUBCLASS,782,M RRL APP SPRTSWR,BROWN,L214RK03,MENS APPAREL,NULL,111.74,FAL2021,FAL,2021,WESTERN SLIM-TROUSER WOOL,SINGLE PRICE,PSR,28-42 B1
MNRROTW12820036,0,MN,MN,RR,1,OTW,28,OW,OUTERWEAR,SPC,SPORTCOAT,N/A,NO SUBCLASS,782,M RRL APP SPRTSWR,BROWN,O214RK21,MENS APPAREL,NULL,168.07,FAL2021,FAL,2021,SEATON JKT-SPORTCOAT COTTON CORDUROY,SINGLE PRICE,PSR,XS-XXL
CWPOKNIG8020102,0,CW,CW,PO,G,KNI,80,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,313,CG RL APP GIRLS 7-16,PINK,K204DK12,CHILDRENS APPAREL,NULL,7.75,HOL2021,HOL,2021,O LS BIG PONY FLE HOODED PO,DUAL PRICE,OUTLET,S-XL
CWPOKNIR8020079,0,CW,CW,PO,R,KNI,80,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,312,CG RL APP GIRLS 2-6X,NAVY-410,K204DK12,CHILDRENS APPAREL,NULL,7,FAL2021,FAL,2021,O LS BIG PONY FLE HOODED PO,DUAL PRICE,OUTLET,4-6X
CWPOKNIR8020080,0,CW,CW,PO,R,KNI,80,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,312,CG RL APP GIRLS 4-6X,PINK,K204DK12,CHILDRENS APPAREL,NULL,7,HOL2021,HOL,2021,O LS BIG PONY FLE HOODED PO,DUAL PRICE,OUTLET,4-6X
CWPOKNIO8020078,0,CW,CW,PO,O,KNI,80,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,311,CG RL APP TODD GIRLS,WHITE,K204DK12,CHILDRENS APPAREL,NULL,7,HOL2021,HOL,2021,O LS BIG PONY FLE HOODED PO,DUAL PRICE,OUTLET,2T-4T
